,code,causal_event,causal_type,avg_strength,sentence_nb,text,causal_,caused_
85,1,"She wore her turquoise hair in a river of long braids that fell down her back , and was partial to patchwork leather dresses and low boots decorated with fishing nets and seashells _Uma was one of the head-turners on the island",IREC,3,1_2,"She wore her turquoise hair in a river of long braids that fell down her back , and was partial to patchwork leather dresses and low boots decorated with fishing nets and seashells  . _Truly , Uma was one of the head-turners on the island , not that she cared  . ","She wore her turquoise hair in a river of long braids that fell down her back , and was partial to patchwork leather dresses and low boots decorated with fishing nets and seashells ",Uma was one of the head-turners on the island
86,1,"Uma had bigger fish to fry— literally , since she worked at her mom ’s Fish and Chips Shoppe_not that she cared",IREC,3,3_2,"Uma had bigger fish to fry — literally , since she worked at her mom ’s Fish and Chips Shoppe  . _Truly , Uma was one of the head-turners on the island , not that she cared  . ","Uma had bigger fish to fry— literally , since she worked at her mom ’s Fish and Chips Shoppe",not that she cared
87,1,"He making a mock complaint about wanting film_I want the chemicals and all, he said",IRAC,2.5,3,"I want to start taking pictures he said and I told him that was a great idea and so I bought him a camera , a digital Leica as all cameras are digital now , he making a mock complaint about wanting film , I want the chemicals and all , he said , but finally made nothing of it , holding the camera in his lap , failing to look through the eyepiece or at the little screen , and snapping away  . ",He making a mock complaint about wanting film,"I want the chemicals and all, he said"
88,1,"I ’m going to run away , ” he answered in Anishnawbe_”You’ll get yourself killed  . ",IREC,2.5,1_3,"I ’m going to run away , ” he answered in Anishnawbe  . _“ You ’ll get yourself killed  . ","I ’m going to run away , ” he answered in Anishnawbe",”You’ll get yourself killed  . 
89,1,"“ Your son ’s getting to be a handsome young man , ” they said in reply_“ I ’ve got two , ” Katherine said , laughing .",IREC,2,1_2,"“ Your son ’s getting to be a handsome young man , ” they said in reply  . _“ I ’ve got two , ” Katherine said , laughing  . ","“ Your son ’s getting to be a handsome young man , ” they said in reply","“ I ’ve got two , ” Katherine said , laughing ."
90,1,"“ I ’ve got two , ” Katherine said , laughing . “ Yes , ” they said , wondering where the other was , the one they would n’t have meant , since he was , what ?",IREC,2,2_3,"“ I ’ve got two , ” Katherine said , laughing  . _“ Yes , ” they said , wondering where the other was , the one they would n’t have meant , since he was , what ?",,
91,1,"Give a holler if y’ all need anything , now , you hear ? ”_“ Will do , ma’am , ” I said .",IREC,2,2_3,"Give a holler if y’ all need anything , now , you hear ? ”_“ Will do , ma’am , ” I said  . ","Give a holler if y’ all need anything , now , you hear ? ”","“ Will do , ma’am , ” I said ."
92,1,the flu made off with him after the First War_The closest she ’d ever gotten to it were those letters from Willard Straight,IRAC,3,1,"The closest she ’d ever gotten to it were those letters from Willard Straight , on whom she ’d had such a nice off-and-on Platonic case , until the flu made off with him after the First War  . ",the flu made off with him after the First War,The closest she ’d ever gotten to it were those letters from Willard Straight
93,1,got a little overexcited in the nineties_about what they thought the new calculator plant could bring to the community ,IRAC,2.5,2,The town planners got a little overexcited in the nineties about what they thought the new calculator plant could bring to the community  . ,got a little overexcited in the nineties,about what they thought the new calculator plant could bring to the community 
94,1,The devil is what old sailors used to call the seam between two hard-to-reach planks on a ship_The expression “ between the devil and the deep blue sea ” is a nautical one ,IREC,2.5,3_2,The devil is what old sailors used to call the seam between two hard-to-reach planks on a ship  . _The expression “ between the devil and the deep blue sea ” is a nautical one  . ,The devil is what old sailors used to call the seam between two hard-to-reach planks on a ship,The expression “ between the devil and the deep blue sea ” is a nautical one 
95,1,backroom watch drawer was a treasure chest_He used to take them and wear them,IREC,2.5,1_2,"A hundred , two hundred trade-in watches , the entire drawerful probably worth no more than ten bucks , but to his budding artist 's eye , that backroom watch drawer was a treasure chest  . _He used to take them and wear them — he always had a watch that was out of that drawer  . ",backroom watch drawer was a treasure chest,He used to take them and wear them
96,1,This cubicle was partitioned into existence_a white-painted window that had been halved lengthwise,IRAC,3,1,"He saw rivulets of urine and faeces running down the gutters between metatarsals , plip-plopping into the commode while up above the cistern splutters unceasing  .   .   .  That first suicide , which he had not only looked upon but also helped Mboya – the nice nurse – to cut down , had suspended herself from the completely reliable pipe – and so in death she was wedged in the awkward gap between it and a white-painted window that had been halved lengthwise when this cubicle was partitioned into existence – yet more evidence – if any were needed – of how the hospital altered its own cellular structure to create new morphologies for new pathologies to be diagnosed by psychiatrists accredited by new professional associations  .   .   .  while the inmates remained the same , patient only in the way she now was : inert , with no sign of her bowels having been emptied apart from  .   .   .  that smell  . ",This cubicle was partitioned into existence,a white-painted window that had been halved lengthwise
